Title,Link,Content
Searing heat is back across Southeast Asia and it’s not going away anytime soon,https://www.cnn.com/2024/04/10/asia/southeast-asia-extreme-heat-climate-intl-hnk/index.html,"Searing heat is back across Southeast Asia and it’s not going away anytime soon
Follow:
The death of a toddler from extreme heat highlighted the risk of climate-related illnesses across Malaysia. The same week, Vietnam declared a state of emergency after abnormally high temperatures in the south dried up entire rice fields. And in the Philippines, hundreds of schools suspended classes after daily temperatures soared past 107 degrees Fahrenheit (42 degrees Celsius).
Sweltering heat is back in Southeast Asia, one of the regions most vulnerable to climate change. And it is not going away any time soon, scientists have warned.
Home to more than 675 million people across 11 countries, the region has seen temperatures reach unprecedented levels – with little respite from merciless heat and humidity, climatologist Maximiliano Herrera told CNN.
Thailand has been worst hit, Herrera said, adding that heat forecasts there have been especially dire. Temperatures across the country had been “breaking non-stop records” for 13 months – and heat and humidity levels were relentless, he said.
“We thought temperatures last year were unbearable but (what we are seeing) this year has beaten that – temperatures in Bangkok won’t drop below 30 degrees Celsius, even at night for the rest of April,” Herrera told CNN.
“The trend is inescapable. The region has to prepare for terrible heat for the rest of April and most of May.”
On April 3, as Thailand entered its annual dry season, the capital Bangkok clocked temperatures of around 109 degrees Fahrenheit – prompting many to stay indoors in air-conditioned comfort.
In nearby Vietnam, the heat wave brought intense droughts to the south – driving temperatures up to nearly 104 degrees Fahrenheit and wreaking havoc on the country’s vital agriculture industry. Vietnam is one of the world’s largest rice exporters and low rainfall spells trouble for farmers in its Mekong delta region.
Rice fields and rivers have dried up, according to Vietnamese media reports, and farmers have been struggling without rainwater for their crops.
Record heat waves in 2023 caused severe power outages in several cities. This year, Vietnamese meteorologists have attributed the unusually long dry spell to El Niño, a natural climate pattern that originates in the Pacific Ocean along the equator and influences weather all over the world.
But alongside these natural variations, the world continues to blast through climate records, with deadly heat waves becoming the norm.
‘No definitive end’
Though average temperatures in Southeast Asia have risen every decade since 1960, experts say one of the most worrying characteristics of the heat wave now sweeping across the region is its prolonged duration - with no end in sight.
Researchers from Swiss climate research group IQ Air attributed the current heat wave to “a combination of factors which include human-induced climate change and the El Niño event.”
“This phenomenon has led to unprecedented high temperatures across the region,” IQ Air said in a statement on April 5. “There is currently no definitive end date projected as an abatement to the heat will depend on factors such as weather patterns and (government) mitigation efforts.”
One mitigation effort being considered in Malaysia is cloud seeding, injecting particles into clouds – usually from an airplane – to make it rain.
“Our air assets are always ready,” said Adly Zahari, the deputy defense minister. “Cloud seeding should take into account various weather factors such as cloud conditions and the wind before it is carried out.”
At least two heat-related fatalities have been reported in the country – a 22-year-old man from the northern state of Pahang and a 3-year-old boy, in neighboring Kelantan. Both died of heatstroke, according to health officials.
Officials in Sabah, a state on Borneo island, also reported close to 300 fires that started at farms, plantations and forests throughout February.
Climate change has made “Malaysia vulnerable to extreme heat,” the country’s Deputy Prime Minister Ahmad Zahid Hamidi said on the sidelines of a talk in late March following heatstroke cases. “We are thankful that we have not yet reached the third level of extreme heat waves but this could happen at any time.”
But there is still much to be done, say some living in the capital Kuala Lumpur.
Like many Malaysians, university student Aidil Iman Aidid has been trying to adapt to the ongoing heat, especially in recent weeks when he fasted for Ramadan. “This year’s Ramadan has been the hottest and most challenging,” he told CNN, while staying hydrated was especially tricky, given that hot days “now feel much longer.”
“We are living in extreme weather conditions,” said Aidil, adding that he often woke up thirsty and tired after taking naps during the fasting period.
“There’s so much to be done and I really want to see governments across the region not just adapting (but also) establishing greater climate resilience against extreme hazards,” he said.
In Singapore, some schools have told students to wear cooler, looser gym gear until further notice, given persistently high temperatures in recent weeks.
“We are continuing to monitor the heat situation and well-being of students and staff closely – especially those who may be more vulnerable to the effects of higher temperature conditions,” an Education Ministry spokesperson told CNN.
Similar actions were taken by hundreds of schools in the Philippines, including dozens in the capital Manila, that canceled classes after temperatures reached unbearable levels.
But watchdog groups have expressed concerns about children’s safety.
“Educators and local authorities have been forced to take the extreme decision to shut hundreds of schools because this extreme heat means children are simply unable to concentrate in the classroom and their health is also at risk,” said a statement by Save The Children Philippines.
“We need to see urgent action now to limit warming to a maximum of 1.5°C above pre-industrial levels.
“Failing to do this will have dramatic consequences for children’s health, safety and wellbeing.”"
Earliest look at hurricane season is calling for more storms than it’s ever predicted,https://www.cnn.com/2024/04/04/weather/hurricane-season-forecast-climate/index.html,"Earliest look at hurricane season is calling for more storms than it’s ever predicted
Follow:
The 2024 Atlantic hurricane season isn’t here yet, but is already shaping up to be one for the books, with more hurricanes and named storms predicted in a pre-season forecast from Colorado State University than ever before.
This June through November could see 23 named storms in all, including 11 hurricanes and five Category 3 or higher “major” hurricanes, according to the university’s Atlantic hurricane season forecast, released Thursday.
“This is the most active April forecast that we have ever issued,” lead forecaster Phil Klotzbach told CNN. “Our prior highest hurricane forecast in April was 9 hurricanes, which we have called for several times” since the forecasts began in 1995.
With the caveat that early outlooks aren’t set in stone given the “considerable changes that can occur in the atmosphere-ocean between April and the peak” of the season, it’s still an ill omen for a particularly active storm season.
And, researchers say they have “above-normal confidence” for this April’s predictions.
“We anticipate a well above-average probability for major hurricanes making landfall along the continental United States coastline and in the Caribbean,” the group said in a news release.
On average, the Atlantic season brings 14 named storms, with seven hurricanes, three of them major. Last hurricane season had 20 named storms including seven hurricanes and three major hurricanes.
The only other Colorado State outlooks to predict this many hurricanes were mid-season forecasts in August 2005 and 2020 – which ended up being the two most-active Atlantic seasons on record.
“The highest number of hurricanes that we have predicted at any lead time is 12 … which we forecast in August of 2020,” Klotzbach said, adding that was still an undershot, with 14 hurricanes total that year. “We also forecast 11 hurricanes in August of 2005. That season ended up with 15 hurricanes.”
The researchers will issue updates to the forecast on June 11, July 9 and August 6.
El Niño to La Niña
With the forecast in, the next question is: Why?
You may have heard talk of El Niño during last year’s hurricane season. Now, we’ll be dealing with the opposite natural climate phenomenon, La Niña, and its potential impacts will be key this season.
El Niño is when the surface waters of the central and eastern Pacific are warmer than normal.
El Niño heats up the atmosphere and changes circulation patterns around the globe; it also influences global weather, including cyclone seasons. When the Pacific is warmer, the region typically sees more tropical cyclones, but the Atlantic sees fewer, thanks to more upper-level winds that rip apart storms and prevent them from forming.
As El Niño’s opposite, La Niña suppresses those upper-level winds, making conditions ideal for hurricane formation and intensification.
There is a 55% chance for La Niña to develop from June to August and a 77% chance from September to November, according to a March forecast from NOAA’s Climate Prediction Center.
A warm world favors hurricanes
The overarching impacts of climate change are also, as ever, at play.
Planet-warming pollution is driving global and ocean temperature rise, and the world’s oceans have now experienced an entire year of unprecedented heat thanks to this human-caused warming and El Niño.
And as the planet warms, the impacts of hurricanes are becoming more dangerous.
Global sea levels are also on the rise, driven mainly by the rapid melting of ice sheets and glaciers. A rise of only a couple of inches can make a dramatic difference in how far inland a hurricane’s storm surge can travel.
A warmer climate also means there will be more water vapor available in the atmosphere to potentially fall as rain.
The water in the Atlantic, particularly where most hurricanes form, has been record-warm. A warm Atlantic in spring usually means warmer water during hurricane season because it creates conditions that stop water-cooling winds from forming, Colorado State University researchers said in Thursday’s news release.
And more warm water means more chances for storms.
“A very warm Atlantic favors an above-average season, since a hurricane’s fuel source is warm ocean water,” the release said. “In addition, a warm Atlantic leads to lower atmospheric pressure and a more unstable atmosphere. Both conditions favor hurricanes.”
CNN’s Eric Zerkel contributed to this report."
Tens of millions facing hunger and water shortages as extreme drought and floods sweep southern Africa,https://www.cnn.com/2024/04/04/climate/southern-africa-hunger-drought-floods-climate-intl/index.html,"Tens of millions facing hunger and water shortages as extreme drought and floods sweep southern Africa
Follow:
More than 24 million people in southern Africa face hunger, malnutrition and water scarcity due to drought and floods, an aid group has warned, as experts say the situation risks spiraling into an “unimaginable humanitarian situation.”
The warning from Oxfam on Wednesday came as Zimbabwe joined other southern African nations in declaring its drought a national disaster, following earlier declarations by Zambia and Malawi.
Zimbabwean President Emmerson Mnangagwa said more than 2.7 million people in the country will go hungry this year and more than $2 billion in aid is required for the country’s national response, Reuters reported.
The country’s top priority “is securing food for all Zimbabweans,” the president told journalists at the state house in Harare. “No Zimbabwean must succumb to, or die from, hunger.”
The drought has been fueled by El Niño, a natural climate pattern originating in the Pacific Ocean along the equator, which tends to bring high temperatures and low rainfall to this part of Africa. When it does rain, dried-out ground is unable to absorb the moisture, making flooding more likely.
El Niño is exacerbating the impacts of the climate crisis, caused primarily by burning fossil fuels, which is driving more frequent and severe weather — including drought and floods — across southern Africa, a region Oxfam describes as a “climate disaster hotspot.”
As southern Africa enters its traditional dry season this month, vast parts of the region — including Angola, Botswana, the Democratic Republic of Congo, Malawi, Mozambique, Namibia, Zambia and Zimbabwe — have already been grappling with a prolonged dry spell.
From late January to February, rainfall levels were the lowest in at least 40 years, a recent report from the United Nations Office for the Coordination of Humanitarian Affairs revealed.
Central parts of the region experienced the driest February in more than 100 years, according to a report by the United States Agency for International Development’s Famine Early Warning Systems Network.
In Zambia, Malawi and Central Mozambique, extreme drought has damaged more than  2 million hectares of crops, Oxfam said.
Zambia declared its drought a disaster on February 29.
Malawi’s president declared a state of disaster across the majority of the country on March 23. It’s the fourth consecutive year the country has been forced to do this due to the impact of extreme weather conditions. The World Food Programme said this week the El Niño impact is “exacerbating the devastating effects of the climate crisis in Malawi.”
Southern Africa is particularly vulnerable to climate change despite being responsible for only a tiny portion of global planet-heating pollution.
In Mozambique — a country accounting for only 0.2% of global emissions — 3 million people face hunger, according to Oxfam. The country’s capital, Maputo, experienced devastating floods in March, after Tropical Storm Filipo hit followed a few weeks later by further intense rainfall.
“It is so deeply unjust that climate change impacts are hammering Mozambique over and over again. One of the poorest countries in the world is carrying the costs of the climate crisis it has done little to cause and is being pushed deeper into debt and spiralling poverty,” Teresa Anderson, ActionAid’s International Climate Justice Lead, said last week following the flooding.
“Wealthy polluting  countries need to own up to their responsibility for the damage they are  doing through climate change and be willing to provide climate finance  so that vulnerable communities can cope with the climate disasters that  are being unleashed,” she added.
Oxfam’s southern Africa program director, Machinda Marongwe, said the region is “in crisis” and called on donors to “immediately release resources” to prevent the spiral into an “unimaginable humanitarian situation.”
“With all these countries facing multiple crises simultaneously, the urgency cannot be overstated,” Marongwe said."
Global ocean heat has hit a new record every single day for the last year,https://www.cnn.com/2024/03/18/climate/ocean-heat-record-year-climate-intl/index.html,"Global ocean heat has hit a new record every single day for the last year
Follow:
The world’s oceans have now experienced an entire year of unprecedented heat, with a new temperature record broken every day, new data shows.
Global ocean surface temperatures started breaking daily records in mid-March last year, according to data from the National Oceanic and Atmospheric Administration (NOAA) and the University of Maine’s Climate Reanalyzer, fueling concerns for marine life and extreme weather across the planet.
“The amplitude by which previous sea surface temperature records were beaten in 2023, and now again in 2024, is remarkable,” said Joel Hirschi, associate head of marine systems modeling at the National Oceanography Centre in the UK.
Global average ocean temperatures in 2023 were 0.25 degrees Celsius warmer than the previous year, said Gregory C. Johnson, a NOAA oceanographer. That rise is “is equivalent to about two decades’ worth of warming in a single year,” he told CNN. “So it is quite large, quite significant, and a bit surprising.”
Scientists have said ocean heat is being supercharged by human-caused global warming, boosted by El Niño, a natural climate pattern marked by higher-than-average ocean temperatures.
The main consequences are on marine life and global weather. Global ocean warmth can add more power to hurricanes and other extreme weather events, including scorching heat waves and intense rainfall.
High ocean temperatures are already proving catastrophic for coral. Australia’s Great Barrier Reef is experiencing its seventh mass bleaching event, authorities announced in March following aerial surveys.
Bleaching occurs when heat-stressed corals release the algae that live in their tissue and provide their food source. If ocean temperatures remain too high for too long, the coral can starve and die.
Data from NOAA’s Coral Reef Watch tool shows that the problem goes well beyond Australia, and that the world could face a fourth global mass coral bleaching event in the next few months.
Ocean heat sets the stage for more ferocious hurricanes. “The warmer the ocean, the more energy to fuel storms is available,” said Karina von Schuckmann, an oceanographer at Mercator Ocean International in France.
Temperatures have been unprecedented in the North Atlantic, an area of ocean key to hurricane formation, surprising some scientists, who are still trying to unpick the exact causes.
“At times, the records (in the North Atlantic) have been broken by margins that are virtually statistically impossible,” Brian McNoldy, a senior research associate at the University of Miami Rosenstiel School told CNN.
If very high ocean temperatures continue into the second half of 2024 and a La Niña event develops — El Niño’s counterpart that tends to amplify Atlantic hurricane season — “this would increase the risk of a very active hurricane season,” Hirschi said.
About 90% of the world’s excess heat produced by burning planet-heating fossil fuels is stored in the oceans. “Measuring ocean warming allows us to track the status and evolution of planetary warming,” Schuckmann told CNN. “The ocean is the sentinel for global warming.”
El Niño is weakening and predicted to dissipate over the next few months, which could level off the record ocean temperatures, especially if the cooling effects of La Niña replace it.
“In the past, surface temperature values have decreased after the passage of El Niño,” Schuckmann said. But, she added, it’s currently impossible to predict when ocean heat will drop below record levels.
While natural climate variability will cause ocean temperatures to fluctuate, over the long term, NOAA’s Johnson said, we should expect them to “continue to break records as long as greenhouse gas concentrations in the atmosphere continue to rise.”
CNN’s Derek Van Dam contributed to this report."
Winter returns: Major pattern shift underway,https://www.cnn.com/2024/03/16/weather/spring-weather-winter-temperatures-climate/index.html,"Winter returns: Major pattern shift underway
Follow:
After weeks of spring-like warmth, parts of the United States will briefly plunge back into winter this week, with below-freezing temperatures possible for much of the eastern half of the country.
Tuesday marks the official start of astronomical spring in the Northern Hemisphere after the warmest winter on record.
But it seems Mother Nature has the seasons mixed up, because spring will feel more like winter early this week. More than half the US population will experience temperatures at or below freezing.
The cold isn’t just an anomaly, it will pose a risk for agricultural interests in the Southeast with the growing season underway there. Freeze warnings stretch from Texas to North Carolina because of the risk to crops.
The chilly weather will be a shock for many in the eastern half of the country experiencing warmer than average temperatures this past week. Many southern cities had highs in the 70s on Saturday – but that changed Sunday as cold crept into the Midwest and progressed south and east.
Colder air has become widespread across much of the eastern half of the country Monday and will keep most of the region quite chilly Tuesday.
St Louis could see more than a 20-degree swing from the high 60s Saturday to the low 40s Monday. Atlanta’s high temperature could drop by as much as 15 degrees from Saturday to Monday, from the low 70s to the mid-50s.
These temperatures might not be frigid, but in parts of the South they’re more typical for the heart of winter.
Memphis, Tennessee, and Huntsville, Alabama, are both forecast to see a high temperature around 50 degrees on Monday – more typical for mid-January.
The cold air will continue to spread east Monday night into Tuesday, finally reaching much of the Mid-Atlantic and Northeast. New York City will drop from a high of 61 degrees Saturday to the mid-40s Tuesday.
Philadelphia’s high temperature on Tuesday is expected to be in the upper 40s, more typical of late February.
Low temperatures will also be dropping. Temperatures in the Southeast Tuesday morning will be 10 to 15 degrees below normal for this time of the year. Atlanta, Charlotte, and Birmingham, Alabama, are all expected to see temperatures drop into the low 30s Tuesday morning, presenting the greatest risk to plants.
The timing of this potential freeze is not out of the ordinary. Birmingham, Alabama, and Atlanta experienced their final freeze right around the spring equinox last year. But the threat to plant life is more substantial given the warmth preceding it.
“Frost and freeze conditions will kill crops, other sensitive vegetation and possibly damage unprotected outdoor plumbing,” the National Weather Service in Atlanta said.
Bringing plants indoors is the easiest way to protect them from a hard freeze, but if you can’t do that, covering them can also help.
Sheets, towels or blankets can be used to help trap the radiant heat from the ground around the plants. Use stakes with your plant coverings or drape them over patio furniture so they don’t crush the plant.
Temperatures will rebound rather quickly across the Southeast by the end of the week, so hang on to that sunscreen and allergy medicine, as spring will be in full swing shortly."
New map shows just how extreme last month was for the planet,https://www.cnn.com/2024/03/15/climate/february-weather-extremes-map/index.html,"New map shows just how extreme last month was for the planet
Follow:
Soaring winter temperatures. Unusually warm oceans. Heavy rainfall drenching and displacing communities. Low snow cover in North America and record low levels of Antarctic sea ice.
If last month being the planet’s hottest February — the ninth month in a row that a monthly record tumbled — failed to resonate, a new map from the National Oceanic and Atmospheric Administration shows all the ways the extreme warmth translated to impacts around the world.
The map shows the world’s most significant “climate anomalies,” or weather events that were unexpected for this time of year.
In Antarctica, one of the coldest places on Earth, sea ice was second-lowest on record, tied for 2022, as scientists worry the climate crisis is having a stronger impact on this isolated region.
The Northern Hemisphere also experienced an unusually warm winter. Not only did Great Lakes ice cover reach historic lows last month, it was also the warmest February on record for North America and Europe, disrupting local economies that rely on winter recreational activities such as skiing and snowboarding.
Meanwhile, parts of the planet also saw water-related disasters on both ends of the spectrum — dry and wet. As Ecuador and Madagascar faced heavy rainfall and destructive flooding, parts of southern Africa saw one of the driest Februarys in 40 years.
Correction: A previous version of this story misstated how low Antarctic sea ice was last month. It was the second-lowest extent on record."
Red and blue states are competing for Biden’s climate funds. Here’s what they’re planning,https://www.cnn.com/2024/03/11/politics/states-biden-climate-funding-epa/index.html,"Red and blue states are competing for Biden’s climate funds. Here’s what they’re planning
Follow:
Dozens of states are rolling out new climate plans to tackle planet-warming pollution in preparation to compete for billions of dollars of funding in President Joe Biden’s signature climate bill.
Forty-seven states and territories, including deeply red states like Alaska, Missouri, Montana, Utah and Alabama, are planning to install solar panels, replace aging oil-powered boilers with energy-efficient electric ones, install more electric vehicle charging stations, plant trees and implement farming practices to store carbon pollution in the soil.
States are hoping to pay for these upgrades using $4.6 billion in money from the Inflation Reduction Act, which the Environmental Protection Agency will roll out in the coming months.
Even as the Biden administration has moved aggressively to try to curb climate pollution, the approach from states has been piece-meal, with just 33 states previously having plans on the books. That 45 states and dozens of cities are either forming new plans or updating their old ones is significant, said Jennifer Macedonia, a deputy assistant administrator at the EPA.
“This is quite remarkable and new to have this breadth of coverage,” Macedonia told CNN. “This is quite unprecedented in terms of comprehensive climate action plans across states, and we also have metropolitan areas covering the country as well.”
Five states declined to compete for the federal climate funds: Florida, Iowa, Kentucky, South Dakota and Wyoming.
But those states have cities and metropolitan areas that raised their hands for the funding, including Jacksonville, Miami, Fort Lauderdale, and Tampa in Florida; Cedar Rapids and Des Moines in Iowa; Louisville and Lexington in Kentucky; Rapid City in South Dakota; and Cheyenne in Wyoming.
Over 96% of the US population will be covered by a climate action plan, Macedonia said, which will both help states track their emissions and submit projects for funding.
There are a wide variety of projects states and cities want funding for.
Fargo, North Dakota, plans to upgrade most of its inefficient streetlights to LED bulbs, which would save money and cut pollution. The Utah Transit Authority is hoping to use the money to buy 15 electric buses for public transit in Salt Lake County, and to create a new voluntary electric school bus program for schools. And the state of Alabama wants to put more solar panels in rural areas to help power farm irrigation systems.
“We’re seeing electricity sector proposals to update the grid and deploy renewable energy, including in Wisconsin, North Carolina and Arizona,” Macedonia said. “For states that have significant agricultural sectors, we’re seeing proposals about sustainable soil management.”
But tension around the clean energy transition is still evident in some states’ plans.
West Virginia, a state that still relies almost entirely on coal for electricity, has sued the EPA several times to halt regulations that would target coal-fired power plants and heavy industry. The state did not commit to phasing out coal in its plan, but said it would invest in cleaner energy sources like nuclear and hydropower. It also said it intends to focus on preventing leaks of methane, a super-polluting greenhouse gas, from its abandoned coal mines.
Many of the states go into remarkable detail on their climate pollution and ways to cut it.
In the coming years, states that receive IRA money will be required to demonstrate how they’re using the funds to achieve the climate and energy goals they laid out in their plans.
This story has been updated with additional information."
This simple solution could bring some chill to scorching summer heat,https://www.cnn.com/2024/03/11/climate/urban-heat-climate-solution-retroreflectors/index.html,"This simple solution could bring some chill to scorching summer heat
Follow:
Summers are becoming increasingly dangerous, especially in cities where the warming effects of tall buildings, concrete and asphalt send temperatures soaring. But there might be a simple, potentially inexpensive way to put a chill on urban heat: retroreflectors.
A study published Monday in the journal Nature Cities found when retroreflective material was installed on buildings, it decreased the surface temperature of those buildings by up to 36 degrees Fahrenheit, and air temperatures by nearly 5 degrees.
Reducing building temperature is “very, very important” for pedestrians at street level, said Elie Bou-Zeid, co-author of the study and professor of civil and environmental engineering at Princeton University, “because those walls radiate a lot of heat on you.”
Cooling those surfaces by 36 degrees “will make you feel significantly more comfortable,” he said. “It’s almost like being in the shade.”
Cities are significantly warmer than their surrounding suburbs and rural areas because of the way they are built. Tall buildings, dark roofs, asphalt and concrete absorb the sun’s rays and reflect its energy back into the environment as heat – the so-called urban heat island effect.
Urban designers have started to implement simple solutions to counteract the urban heat phenomenon, including painting roads white, planting more trees and building green roofs. But researchers say using retroreflective materials would have a more powerful cooling effect.
Retroreflectors take advantage of a simple concept: three mirrors in the shape of a cube corner reflect light back in the direction it came from. The same can be achieved with a mirror in the shape of a bowl.
They’re used in road signs and bicycle reflectors, for instance, to ensure headlights reflect to drivers’ eyes. They’re also used in running clothes with reflective strips on them. Cats’ eyes have similar, naturally occurring retroreflectors, which is why they appear to glow when you shine a light on them.
Bou-Zeid said retroreflective material could be developed as sheets or coatings to install on city surfaces. Given the material itself is relatively inexpensive, it could be a low-cost solution to an increasingly dangerous phenomenon, as temperatures continue to climb due to planet-warming pollution.
Small-scale versions of the idea have already been tested in the Netherlands and Italy. But there is no large-scale example yet because of how difficult it is to retrofit existing buildings.
“The building industry in general is a little bit slow to adopt new technology,” Bou-Zeid told CNN. “What we were hoping with this paper at least is to show that retroreflective material has a lot of cooling potential. And the next step would be to develop this technology, which already exists, but in buildings.”
Some US cities have taken steps to tackle extreme heat. Los Angeles streets were painted with a grayish-white coating to reflect sunlight and keep air temperatures cooler – just like a light shirt will keep you cooler than a dark one in the hot summer sun. But researchers say this solution is less effective than retroreflective material, which reflects sunlight back toward the sun “and not to other objects on the ground,” Bou-Zeid said.
There is one downside to it, though: It would make winters feel even colder – reflecting sunlight at a time when it’s beneficial – which could create new public health concerns. Bou-Zeid said it might be possible to design reflective materials that “turn off” when needed.
“When it’s very hot during the summer, they become white and reflect a lot back to the sky,” Bou-Zeid said. “When it’s very cold during the winter, they become black and don’t reflect a lot and mostly absorb (the sun’s) energy.”
To help reduce the urban impact of the climate crisis, cities need to implement as many measures as they can to adapt to and mitigate these changes, said Xinjie Huang, the lead author of the study and doctoral researcher at Princeton.
“It should be noted that retroreflective surface, or any other single heat adaptation strategy, cannot be a ‘silver bullet’ for diverse urban environments worldwide,” Huang told CNN. Instead, “a multi-technology cooling portfolio with cooling techniques tailored to localized conditions is required to combat the exacerbating urban heat stress globally.”"
"Winter is over, and it was the warmest on record. Here’s what the US missed out on this season",https://www.cnn.com/2024/03/08/weather/winter-warmth-record-climate/index.html,"Winter is over, and it was the warmest on record. Here’s what the US missed out on this season
Follow:
The final chapter of winter has been written and it’s the story of a season that didn’t live up to its name.
This winter was the warmest on record for the Lower 48, NOAA’s National Centers for Environmental Information said Friday. Records date to the late 1800s.
The record warmth has left vast areas of the country without typical amounts of snow and ice, fueling a worsening drought in the Midwest and disrupting local economies.
It’s another clear signal that global temperatures are on the rise due to human-caused planet-warming emissions.
Five of the 10 warmest winters on record in the US have occurred in the last 20 years as winter has become the fastest-warming season for nearly 75% of the country.
A normal winter was hard to come by, according to an index from the Midwest Regional Climate Center which tracks the aggregate toll of cold and snow at hundreds of locations across the country.
Places with more cold and snow have “severe” or even “extreme” winters as it builds over time, whereas locations with less of both experience mild winters. Dozens of locations have experienced the mildest winter since 1950.
Winter warmth started off at a blistering pace. December was the warmest on record for the Lower 48, a full 7.3 degrees Fahrenheit above average. Aside from one brutal cold spell in January, it continued through the season, with February finishing as the third-warmest on record.
Unusual February heat wasn’t limited to the US. February was the Earth’s hottest on record, marking the ninth month in a row global records tumbled, according to Copernicus, the European Union’s climate monitoring service.
In the US, a classic El Niño pattern had a strong hand in amplifying temperatures, particularly in the Midwest and Northeast where winter felt more like spring.
Eight states experienced a record-warm winter: North Dakota, Minnesota, Iowa, Wisconsin, Michigan, New York, Vermont and New Hampshire.
Temperatures were several degrees above normal in dozens of cities from the north-central US to the Northeast – another clear indicator of exceptional warmth.
More than two dozen other states experienced one of their 10-warmest winters on record. It was also one of the 10-warmest winters for many other cities in the northern half of the US, including the entire I-95 corridor from Portland, Maine, to Richmond, Virginia.
The prolonged warmth still prevented many heavy snow events in the Northeast and Midwest, creating an ongoing snow drought measured in feet of missing snow.
Despite finally ending a years-long wait for substantial snow, New York City and Philadelphia experienced snowfall deficits this winter. It was New York City’s fourth-warmest winter on record and Philadelphia’s sixth-warmest.
Areas downwind of the Great Lakes had some of the greatest snowfall deficits due to a lack of lake-effect snow. Without these robust snow events to bulk up totals, Erie, Pennsylvania, missed out on just over five feet of typical winter snow.
The lack of snow and ice is having a serious impact on small businesses that rely on it to operate, prompting the governors of Michigan and Minnesota to encourage business owners to seek federal assistance through the Small Business Administration.
“From skiing and snowshoeing to winter festivals, snowy winters are part of our way of life in Minnesota,” Minnesota Gov. Tim Waltz said in a news release. “The low precipitation we’ve experienced this winter has had a real economic impact on small businesses that rely on snow and winter tourism to grow and survive.”
Significant snowfall deficits and the unusual warmth are also worsening drought conditions in parts of the Midwest. Severe drought expanded over portions of Wisconsin and Michigan and extreme drought increased in Iowa, according to the latest US Drought Monitor.
The lack of cold air also shattered chances for prolonged, expansive ice coverage across the Great Lakes.
Ice coverage across all five lakes averaged just 5.6% from Jan 1 to March 7, the lowest level since 1973, said James Kessler, a physical scientist at NOAA’s Great Lakes Environmental Research Lab.
“That’s fairly remarkable to say,” Kessler told CNN.
The lakes usually average 29.5% ice cover from January to early March. This year’s deficit means the lakes are missing enough ice to cover an area roughly the size of West Virginia.
The Great Lakes are losing more and more ice as global temperatures rise because of planet-warming emissions. Eight out of the 10 lowest average years for ice coverage have come since 2000, data provided by Kessler showed.
CNN’s Laura Paddison and Allison Chinchar contributed to this report."
The planet just shattered heat records for the ninth month in a row,https://www.cnn.com/2024/03/06/climate/hottest-february-climate-copernicus-record-intl/index.html,"The planet just shattered heat records for the ninth month in a row
Follow:
Last month was the planet’s hottest February on record, marking the ninth month in a row that global records tumbled, according to new data from Copernicus, the European Union’s climate monitoring service.
February was 1.77 degrees Celsius warmer than the average February in pre-industrial times, Copernicus found, and it capped off the hottest 12-month period in recorded history, at 1.56 degrees above pre-industrial levels.
It’s yet another grim climate change milestone, as the long-term impacts of human-caused global warming are given a boost by El Niño, a natural climate fluctuation.
“February joins the long streak of records of the last few months. As remarkable as this might appear, it is not really surprising as the continuous warming of the climate system inevitably leads to new temperature extremes,” Carlo Buontempo, director of Copernicus, said in a statement.
Even in the context of back-to-back months of unprecedented temperatures, February has been extreme.
Global temperatures in the first half of the month in particular were “exceptionally high,” according to the analysis. Four consecutive days, from February 8 to 11, were 2 degrees warmer than those same days pre-industrial times.
Restricting global heating to well below 2 degrees was a centerpiece of the Paris Agreement that almost every country signed up to in 2015. While scientists are much more concerned with longer-term warming, these temporary breaches are a clear and alarming sign of accelerating heating.
Global ocean temperatures were also off the charts last month, hitting 21.06 degrees — the highest average for any month on record, according to the Copernicus data, beating the previous record of 20.98 degrees set in August 2023.
Experts have expressed shock at just how hot the oceans have been, especially the North Atlantic, which has set a new daily temperature record every day since March 5 last year, according to Brian McNoldy, a senior research associate at the University of Miami Rosenstiel School.
“At times, the records have been broken by margins that are virtually statistically impossible,” McNoldy told CNN.
Record ocean heat has significant global impacts. Not only is it dangerous for marine life but it also fuels extreme weather, including scorching heat waves, intense rainfall and ferocious hurricanes.
The Copernicus data “tells a familiar story of warming temperatures and shifting patterns of weather,” said Hannah Cloke, a climate scientist and professor at the University of Reading in the UK. It is entirely consistent with what scientists have predicted would happen “as greenhouse gases continue to build up in our thin, life-giving atmosphere,” she told CNN.
It provides yet more evidence that the world needs to reduce emissions drastically and immediately, Cloke said.
If this evidence is ignored, Cloke added, “our children’s generation, and all those that follow, will be justified in pointing to the people who lived in 2024 and cursing our reckless stupidity.”
CNN’s Derek Van Dam contributed to this report."
